age,hh_fthr_frm,hh_size96,hh_land,landrich,hh_cattle,hh_stock,hh_plow_any,fthr_ed0,fthr_ed,mthr_ed0,mthr_ed,no_fthr96,no_mthr96,orphan96,abd,vote05
16,1,12,25,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,0,NA
14,1,8,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,4,17.29000092,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,13,18,0,400,26,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,7,19.76000023,0,40,16,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,7,19.76000023,0,40,16,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,19.76000023,0,30,42,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,12,1.482946157,0,20,16,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,17,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,12,100,1,100,105,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,8,30,0,30,69,1,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,16,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,10,3,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,6,10,0,41,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,6,10,0,41,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,8,6,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,11,46,0,6,27,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,17,5,0,17,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,16,2,0,10,16,1,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,7,6,0,41,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,7,6,0,41,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,7,4.940000057,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,15,10,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,5,7,0,11,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,7,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,7,7,0,15,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,9,0.035590708,0,10,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,0,6,50,1,300,60,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,10,10,0,0,23,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,17,10,0,100,70,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,17,10,0,100,70,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,17,10,0,100,70,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,4,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,4,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,5,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,18,100,1,0,24,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,0,19,30,0,0,46,1,NA,NA,NA,NA,NA,NA,NA,0,NA
22,1,14,74.09999847,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,14,74.09999847,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,12,15,0,17,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,12,15,0,17,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,5,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,10,15,0,0,37,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,7,10,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,7,10,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,9,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,8,45,0,39,8,1,NA,NA,NA,NA,NA,NA,NA,0,NA
29,1,19,10,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,7,6,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,6,6,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,9,2.470000029,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,9,100,1,30,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,10,15,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,8,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,5,61.75,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,11,99,1,15,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,9,14.8294611,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,11,100,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,13,8,0,30,32,1,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,13,8,0,30,32,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,3,9.880000114,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,8,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,2,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,2,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,3,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,3,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,5,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,4,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,4,49.40000153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,4,5,0,3,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,8,30,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,3,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,5,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,2,7,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,5,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,15,100,1,6,12,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,12,100,1,60,150,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,0,3,7.414730549,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,5,9,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,10,6,0,8,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,8,10,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,4,6.228373528,0,60,45,1,NA,NA,NA,NA,NA,NA,NA,0,NA
14,1,5,8,0,12,31,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,8,31.14186859,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,9,8,0,0,48,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,9,10,0,72,48,1,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,14,15,0,50,105,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,14,15,0,50,105,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,0,9,49.40000153,0,30,36,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,6,12,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,7,20,0,9,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,4,3,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,6,100,1,9,54,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,6,100,1,9,54,1,NA,NA,NA,NA,NA,NA,NA,0,NA
24,0,6,24.70000076,0,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,3,10,0,0,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,5,30,0,20,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,5,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,8,40,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,7,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,4,34.58000183,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,6,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,4,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,6,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,6,7,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,4,12.35000038,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,7,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,11,14.81999969,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,7,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,7,20,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,2,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,5,19.76000023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
29,1,7,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,3,19.76000023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,6,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
24,1,5,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,5,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,0,7,100,1,40,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,0,7,100,1,40,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
26,0,7,100,1,40,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,9,40,0,68,42,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,9,40,0,68,42,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,0,7,9.880000114,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,14,1,0,2,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
29,1,14,1,0,2,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,9,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
24,1,21,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,21,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,11,49.40000153,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,18,20,0,8,18,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,18,20,0,8,18,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,18,20,0,8,18,0,NA,NA,NA,NA,NA,NA,NA,0,NA
29,1,6,100,1,0,26,1,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,8,49.40000153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,7,88,1,200,26,1,NA,NA,NA,NA,NA,NA,NA,1,NA
15,0,6,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
24,0,6,2,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,0,6,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,0,3,6,0,0,26,1,NA,NA,NA,NA,NA,NA,NA,0,NA
20,0,7,24.70000076,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,7,50,1,20,45,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,7,50,1,20,45,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,8,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,8,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,7,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,5,60,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,12,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,7,12,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,12,17.29000092,0,0,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,12,70,1,62,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,8,30,0,58,34,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,18,30,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,14,100,1,5,28,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,14,100,1,5,28,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,28,6,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,28,6,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,28,6,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,7,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,9,10,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,0,NA
24,1,9,10,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,9,10,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,6,0.988630772,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,6,0.988630772,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,9,7,0,0,17,1,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,8,20,0,25,35,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,5,19,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,8,15,0,30,40,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,5,16,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,19.76000023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,6,50,1,30,26,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,4,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,2,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,2,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,4,9,0,5,27,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,4,9,0,5,27,1,NA,NA,NA,NA,NA,NA,NA,0,NA
22,0,3,6,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,3,20,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,0,7,100,1,250,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA
21,0,7,100,1,250,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,5,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
24,1,5,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
28,0,8,2.470000029,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,7,14.81999969,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,7,14.81999969,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,1,NA
14,0,6,24.70000076,0,60,21,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,0,6,24.70000076,0,60,21,1,NA,NA,NA,NA,NA,NA,NA,0,NA
22,1,11,37.04999924,0,61,90,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,11,37.04999924,0,61,90,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,11,37.04999924,0,61,90,1,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,6,49.40000153,0,50,80,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,8,100,1,10,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,10,50,1,120,10,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,10,10,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,14,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,14,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,9,30,0,28,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,14,61.75,1,8,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,8,29.63999939,0,67,66,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,8,29.63999939,0,67,66,1,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,8,24.70000076,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,0,6,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,3,22.22999954,0,19,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,0,6,30,0,20,25,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,4,2,0,15,6,1,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,3,22.22999954,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,8,37.04999924,0,90,10,1,NA,NA,NA,NA,NA,NA,NA,0,NA
20,0,14,4,0,20,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,12,20,0,20,24,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,12,20,0,20,24,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,0,17,10,0,11,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,7,4,0,14,16,1,NA,NA,NA,NA,NA,NA,NA,0,NA
24,1,14,100,1,67,87,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,14,100,1,67,87,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,7,61.75,1,20,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,14,10,0,22,24,1,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,5,37.04999924,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,8,40,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,8,40,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,2,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,7,29.63999939,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,4,49.40000153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,50,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,0,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,10,9.880000114,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,10,9.880000114,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,8,6,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,6,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,10,8,0,10,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,10,8,0,10,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,5,8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,9,37.04999924,0,0,25,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,9,37.04999924,0,0,25,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,9,37.04999924,0,0,25,1,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,7,49.40000153,0,2,50,1,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,5,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,8,4.940000057,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,8,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,8,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,8,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
14,1,9,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,9,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,13,7,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,5,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,5,7,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,8,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,8,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,15,35,0,0,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,15,35,0,0,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,15,35,0,0,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,10,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,4,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,21,5,0,10,43,1,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,21,5,0,10,43,1,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,21,5,0,10,43,1,NA,NA,NA,NA,NA,NA,NA,0,NA
29,1,8,2,0,2,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,11,25,0,35,7,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,5,2.470000029,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,5,17.29000092,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,19,30,0,10,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,10,30,0,15,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA
22,1,15,4,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
22,0,9,12,0,6,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA
21,0,13,18,0,29,46,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,0,7,6,0,15,8,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,11,40,0,6,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,14,7,0,8,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
14,1,7,10,0,6,7,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,9,80,1,80,150,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,8,14.81999969,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,8,14.81999969,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,8,59.27999878,1,0,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,8,59.27999878,1,0,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,5,35.59070587,0,0,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,9,12,0,0,21,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,0,4,17.29000092,0,30,10,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,5,100,1,10,8,1,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,5,100,1,10,8,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,8,100,1,26,26,1,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,4,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,7,7.409999847,0,0,42,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,5,49.40000153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,6,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,7,49.40000153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,8,37.04999924,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,7,7.409999847,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,7,7.409999847,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,6,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,6,29.63999939,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,6,4.940000057,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,7,7,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,6,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,18,20,0,20,36,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,13,12,0,24,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,13,12,0,24,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
22,1,10,80,1,0,40,1,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,10,24.70000076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,10,29.63999939,0,6,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,5,6,0,50,40,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,3,9.880000114,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
23,1,8,34.58000183,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,15,100,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,7,5,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,5,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,5,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,5,98.80000305,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,10,18,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,10,18,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA
14,0,11,7,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,9,10,0,60,50,1,NA,NA,NA,NA,NA,NA,NA,1,NA
